CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
719826333,Existing Customer,34,F,2,Doctorate,Single,Less than $40K,Blue,13,5,1,2,1438.3,0,1438.3,0.946,2557,67,0.763,0.0,7.9702e-05,0.99992
780689733,Existing Customer,65,M,0,Unknown,Single,Unknown,Blue,56,3,2,2,11332.0,633,10699.0,1.514,2758,56,1.24,0.056,0.00010736,0.99989
748503708,Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,47,6,4,3,2797.0,1627,1170.0,0.413,1566,36,0.714,0.582,0.00033359,0.99967
803587533,Existing Customer,33,M,1,Uneducated,Single,$60K - $80K,Blue,28,6,3,4,2618.0,1812,806.0,0.706,3319,86,0.911,0.692,0.000498,0.9995
789777408,Attrited Customer,26,F,0,Post-Graduate,Single,Less than $40K,Blue,15,3,2,3,1442.0,1428,14.0,0.496,1134,26,0.238,0.99,0.99485,0.00515
717730533,Existing Customer,32,M,0,Graduate,Single,$40K - $60K,Blue,21,6,1,3,1614.0,925,689.0,0.598,2659,63,0.75,0.573,7.9494e-05,0.99992
712500933,Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,40,4,4,4,11692.0,648,11044.0,1.265,2997,56,0.867,0.055,0.00065394,0.99935
710287533,Existing Customer,31,M,2,Graduate,Single,$40K - $60K,Blue,36,3,2,4,6269.0,1169,5100.0,0.743,2221,57,0.727,0.186,0.00032656,0.99967
720603558,Existing Customer,36,M,4,Graduate,Single,$60K - $80K,Blue,36,3,2,1,20337.0,1605,18732.0,0.805,2460,74,1.312,0.079,7.1987e-05,0.99993
819258408,Existing Customer,47,F,5,Graduate,Single,Less than $40K,Blue,42,4,2,4,2224.0,1106,1118.0,0.501,1698,41,0.367,0.497,0.00033714,0.99966
712887633,Existing Customer,39,M,1,Unknown,Single,$80K - $120K,Blue,36,5,3,3,25008.0,876,24132.0,0.859,1753,43,1.048,0.035,0.00031211,0.99969
716096358,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,39,5,4,1,2551.0,2253,298.0,0.688,3753,63,0.909,0.883,0.00013987,0.99986
717866133,Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,36,3,3,3,2677.0,1390,1287.0,0.732,2170,63,0.465,0.519,0.00030251,0.9997
716670783,Existing Customer,52,F,3,Doctorate,Single,Unknown,Blue,36,3,2,1,24703.0,1085,23618.0,0.998,4776,63,0.575,0.044,0.00010307,0.9999
711403383,Existing Customer,33,F,3,College,Single,Less than $40K,Blue,23,6,4,1,2562.0,1968,594.0,0.546,2256,70,0.591,0.768,0.00013226,0.99987
711836733,Existing Customer,43,M,3,Graduate,Single,$120K +,Blue,31,3,3,3,1438.3,0,1438.3,0.663,1867,45,0.875,0.0,0.0003139,0.99969
710490708,Existing Customer,54,M,3,High School,Single,$80K - $120K,Blue,36,4,1,3,17686.0,0,17686.0,0.733,2047,46,0.533,0.0,9.3448e-05,0.99991
719660658,Existing Customer,37,F,1,High School,Single,Unknown,Blue,36,6,2,2,16594.0,1931,14663.0,0.702,2134,47,0.808,0.116,0.00010386,0.9999
712204308,Existing Customer,33,M,0,Unknown,Single,$40K - $60K,Blue,36,6,1,1,10023.0,504,9519.0,0.942,2878,65,0.625,0.05,3.1329e-05,0.99997
720050208,Existing Customer,27,F,1,High School,Single,Less than $40K,Blue,19,4,1,3,4255.0,1748,2507.0,0.516,2236,57,0.541,0.411,8.453e-05,0.99992
720427683,Attrited Customer,58,M,2,Uneducated,Single,$120K +,Blue,46,2,3,4,16163.0,0,16163.0,0.542,2171,48,0.778,0.0,0.99812,0.00188031
711032058,Existing Customer,34,M,3,High School,Single,$80K - $120K,Silver,21,6,4,3,34516.0,2517,31999.0,0.791,2901,75,0.923,0.073,0.00033322,0.99967
718428033,Existing Customer,55,F,4,Graduate,Single,Less than $40K,Blue,41,6,2,1,4430.0,1543,2887.0,0.752,3395,70,0.628,0.348,7.1987e-05,0.99993
714892533,Existing Customer,26,M,0,Unknown,Single,Unknown,Blue,16,5,3,2,3877.0,0,3877.0,0.773,2473,33,0.833,0.0,0.00016966,0.99983
719293533,Existing Customer,30,M,1,College,Single,Unknown,Blue,13,3,3,3,21590.0,2517,19073.0,0.813,2567,70,0.795,0.117,0.00027607,0.99972
709501683,Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,24,5,1,2,5830.0,1665,4165.0,0.684,2263,60,0.714,0.286,5.1697e-05,0.99995
715612983,Existing Customer,65,F,1,Graduate,Single,Unknown,Blue,55,5,2,4,6463.0,1660,4803.0,0.995,2336,49,1.722,0.257,0.00030653,0.99969
709674333,Existing Customer,33,M,2,High School,Single,$60K - $80K,Blue,23,4,2,1,2400.0,0,2400.0,1.064,2677,70,0.892,0.0,6.6728e-05,0.99993
795052083,Existing Customer,63,F,0,Uneducated,Single,$40K - $60K,Blue,56,3,6,4,1438.3,0,1438.3,0.864,3630,71,0.578,0.0,0.00035944,0.99964
773389908,Existing Customer,37,F,3,High School,Single,Less than $40K,Blue,31,5,1,3,1438.3,0,1438.3,0.79,2075,66,0.692,0.0,9.3448e-05,0.99991
717930483,Attrited Customer,37,M,2,Graduate,Single,$120K +,Blue,25,3,3,0,5616.0,0,5616.0,0.995,1564,31,0.476,0.0,0.98515,0.01485
770575233,Existing Customer,37,M,2,Graduate,Single,$60K - $80K,Blue,23,6,1,2,5663.0,1149,4514.0,0.767,2553,61,0.794,0.203,5.5077e-05,0.99994
719996958,Existing Customer,29,F,0,Uneducated,Single,Less than $40K,Blue,23,5,3,4,7997.0,0,7997.0,0.935,2208,56,0.806,0.0,0.00045531,0.99954
715651833,Attrited Customer,65,M,1,Unknown,Single,Less than $40K,Blue,36,3,4,4,2351.0,0,2351.0,0.881,1593,35,0.591,0.0,0.99845,0.001551
810201783,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,17,5,3,3,3119.0,1328,1791.0,0.722,2740,62,0.512,0.426,0.0002596,0.99974
715517733,Attrited Customer,46,F,3,High School,Single,Less than $40K,Silver,39,1,0,4,13092.0,1962,11130.0,0.686,936,25,0.25,0.15,0.98159,0.01841
824789283,Existing Customer,36,M,2,High School,Single,$40K - $60K,Blue,32,3,5,2,2683.0,1533,1150.0,0.821,2373,73,0.659,0.571,0.0001953,0.9998
715187733,Existing Customer,26,F,1,Unknown,Single,Unknown,Blue,15,3,4,3,5464.0,0,5464.0,0.7,2473,46,0.484,0.0,0.00037718,0.99962
710363433,Existing Customer,26,M,0,High School,Single,Less than $40K,Blue,36,6,3,3,2735.0,1348,1387.0,0.805,2441,58,0.45,0.493,0.00025237,0.99975
720626058,Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,24,4,4,4,34516.0,934,33582.0,0.681,1768,52,0.576,0.027,0.00058531,0.99941
721288158,Existing Customer,33,M,2,Unknown,Single,$120K +,Blue,15,4,2,2,25033.0,2300,22733.0,0.716,2529,71,0.578,0.092,0.00012511,0.99987
715843533,Existing Customer,26,M,1,College,Single,$40K - $60K,Blue,36,3,4,3,2703.0,1256,1447.0,0.949,2111,29,0.706,0.465,0.00033362,0.99967
709710783,Existing Customer,35,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,5931.0,0,5931.0,0.668,2730,71,0.614,0.0,0.00043049,0.99957
720639783,Existing Customer,35,F,1,Uneducated,Single,Unknown,Silver,27,4,3,2,34516.0,0,34516.0,0.682,2562,62,0.722,0.0,0.00015686,0.99984
718181433,Existing Customer,65,F,0,Uneducated,Single,Less than $40K,Blue,56,6,1,2,8705.0,1453,7252.0,1.11,2688,88,0.956,0.167,4.8595e-05,0.99995
715379133,Existing Customer,51,F,1,College,Single,Less than $40K,Blue,36,4,4,2,1737.0,1145,592.0,0.809,1954,42,1.333,0.659,0.00019837,0.9998
712091433,Existing Customer,58,M,4,Uneducated,Single,$40K - $60K,Silver,50,5,2,3,18431.0,902,17529.0,1.296,2950,61,0.848,0.049,0.00018652,0.99981
779895108,Existing Customer,39,M,3,Unknown,Single,$80K - $120K,Blue,23,6,1,4,2718.0,2156,562.0,0.668,1711,36,0.44,0.793,0.00018025,0.99982
716800908,Existing Customer,26,F,2,High School,Single,Unknown,Blue,13,5,0,3,5137.0,0,5137.0,0.699,2496,49,0.581,0.0,3.3324e-05,0.99997
789413958,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,43,4,2,3,11909.0,1018,10891.0,1.006,1938,53,0.656,0.085,0.00017969,0.99982
711574008,Existing Customer,32,M,3,College,Single,$80K - $120K,Blue,21,4,3,5,21390.0,0,21390.0,0.946,2477,59,0.341,0.0,0.00090051,0.9991
712933083,Existing Customer,37,M,1,Uneducated,Single,$80K - $120K,Blue,36,6,1,2,3127.0,2378,749.0,0.862,2292,49,0.441,0.76,5.3155e-05,0.99995
710497608,Existing Customer,38,M,2,Uneducated,Single,$40K - $60K,Blue,36,5,1,2,7756.0,1670,6086.0,0.78,1858,51,0.545,0.215,5.663e-05,0.99994
721443408,Existing Customer,46,M,2,Uneducated,Single,$120K +,Blue,33,6,2,3,34516.0,676,33840.0,0.814,3508,58,0.871,0.02,0.00019683,0.9998
824192658,Existing Customer,58,F,3,Post-Graduate,Single,Less than $40K,Blue,54,4,2,3,8886.0,0,8886.0,0.694,4148,79,0.756,0.0,0.00023373,0.99977
714797733,Existing Customer,41,M,3,College,Single,$60K - $80K,Blue,33,6,1,4,5246.0,0,5246.0,0.969,3189,56,0.556,0.0,0.00015944,0.99984
713021208,Attrited Customer,55,F,2,College,Single,Unknown,Silver,36,2,3,3,34516.0,0,34516.0,0.399,1353,40,0.212,0.0,0.99625,0.00374779
787868958,Existing Customer,36,M,2,High School,Single,$80K - $120K,Blue,27,5,3,3,14690.0,979,13711.0,0.811,2746,68,0.511,0.067,0.00029408,0.99971
708161133,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,32,5,1,2,6629.0,1389,5240.0,0.828,3891,69,0.643,0.21,5.1697e-05,0.99995
778943883,Existing Customer,51,M,2,Uneducated,Single,$120K +,Blue,36,5,2,4,34516.0,888,33628.0,1.299,1959,42,0.909,0.026,0.00033577,0.99966
788810658,Existing Customer,37,F,1,College,Single,Unknown,Blue,20,3,2,5,9466.0,0,9466.0,0.818,2503,70,0.489,0.0,0.00051561,0.99948
789050883,Existing Customer,33,F,2,Doctorate,Single,Unknown,Blue,21,4,3,4,5297.0,0,5297.0,0.779,2655,62,0.55,0.0,0.00074656,0.99925
711635358,Existing Customer,40,F,4,College,Single,Less than $40K,Blue,26,6,1,2,7291.0,2517,4774.0,0.83,2198,56,0.697,0.345,5.6158e-05,0.99994
715206408,Existing Customer,31,F,1,High School,Single,Less than $40K,Blue,22,5,1,5,6662.0,0,6662.0,0.934,3264,83,0.766,0.0,0.00024953,0.99975
713104458,Attrited Customer,46,M,2,Graduate,Single,$40K - $60K,Blue,31,3,3,5,7869.0,0,7869.0,0.692,998,25,0.562,0.0,0.99888,0.00111805
715366083,Attrited Customer,52,F,0,Doctorate,Single,Less than $40K,Blue,36,2,2,3,1438.3,978,460.3,0.773,947,33,0.571,0.68,0.99581,0.00418811
717885183,Existing Customer,36,M,1,Graduate,Single,Less than $40K,Blue,25,6,1,2,2622.0,2489,133.0,0.84,2717,79,0.549,0.949,5.1697e-05,0.99995
711614658,Existing Customer,37,F,2,Uneducated,Single,Less than $40K,Blue,30,6,3,3,2258.0,1338,920.0,0.86,2511,55,0.774,0.593,0.00031104,0.99969
804598908,Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,25,3,2,3,6510.0,2055,4455.0,1.042,2238,49,0.531,0.316,0.00019864,0.9998
714038433,Existing Customer,37,F,5,High School,Single,$40K - $60K,Blue,19,4,1,2,3252.0,1987,1265.0,0.658,2953,72,0.714,0.611,5.5277e-05,0.99994
709367433,Existing Customer,28,M,1,Unknown,Single,$40K - $60K,Blue,15,3,3,1,2109.0,1542,567.0,0.67,2261,56,0.6,0.731,0.00011192,0.99989
715153158,Existing Customer,41,M,4,Uneducated,Single,$40K - $60K,Blue,36,4,3,4,3636.0,1884,1752.0,0.924,4254,79,0.491,0.518,0.0005564,0.99944
713901108,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,29,6,1,4,14575.0,0,14575.0,1.251,3444,80,0.702,0.0,0.00015363,0.99985
807523008,Existing Customer,37,M,1,Graduate,Single,Unknown,Blue,32,4,1,3,4397.0,2007,2390.0,0.892,2473,47,1.136,0.456,8.6952e-05,0.99991
711416958,Existing Customer,33,F,2,Graduate,Single,Unknown,Blue,21,3,3,2,5795.0,0,5795.0,0.746,2322,65,0.585,0.0,0.00017987,0.99982
708423933,Existing Customer,51,M,2,Doctorate,Single,$40K - $60K,Blue,40,3,2,0,6103.0,0,6103.0,0.532,3203,64,0.829,0.0,6.0759e-05,0.99994
771852483,Existing Customer,46,M,3,Graduate,Single,$80K - $120K,Blue,35,6,3,4,4930.0,0,4930.0,1.019,3343,77,0.638,0.0,0.00053543,0.99946
708185208,Existing Customer,27,M,0,Graduate,Single,$40K - $60K,Blue,16,4,1,2,3178.0,1118,2060.0,0.643,2010,31,0.55,0.352,4.7263e-05,0.99995
720467583,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,46,3,3,2,34516.0,2517,31999.0,0.685,3072,67,0.675,0.073,0.00017486,0.99983
787463508,Attrited Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,5,2,4,2469.0,2410,59.0,0.544,1027,20,0.176,0.976,0.99645,0.0035547
710256708,Existing Customer,30,M,1,Unknown,Single,Less than $40K,Blue,19,5,2,0,8744.0,1712,7032.0,0.895,2579,68,0.659,0.196,4.3319e-05,0.99996
710023233,Existing Customer,36,M,3,Graduate,Single,$120K +,Blue,36,6,2,4,24457.0,1300,23157.0,0.914,2739,65,0.912,0.053,0.00033886,0.99966
789101883,Existing Customer,32,M,3,Unknown,Single,$120K +,Blue,20,6,2,2,14244.0,1673,12571.0,0.699,2729,66,0.535,0.117,0.00012982,0.99987
778381608,Attrited Customer,48,M,4,Doctorate,Single,$80K - $120K,Blue,28,3,3,4,6572.0,417,6155.0,0.584,1766,46,0.533,0.063,0.99873,0.00127462
715413483,Existing Customer,44,F,3,Graduate,Single,Less than $40K,Blue,36,5,1,3,4066.0,1028,3038.0,0.972,3888,77,0.604,0.253,9.6126e-05,0.9999
714062958,Existing Customer,36,M,4,Unknown,Single,$40K - $60K,Blue,36,6,1,2,9887.0,994,8893.0,0.488,2552,64,0.455,0.101,6.3492e-05,0.99994
719494983,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,15,6,3,3,2740.0,2069,671.0,0.418,1997,44,0.419,0.755,0.0002596,0.99974
710586483,Attrited Customer,26,F,0,High School,Single,Unknown,Blue,13,1,2,4,6152.0,0,6152.0,0.391,968,23,0.533,0.0,0.99634,0.00365621
714765408,Existing Customer,26,F,1,Unknown,Single,Less than $40K,Blue,36,4,3,3,2557.0,1990,567.0,0.575,2266,57,0.357,0.778,0.00031211,0.99969
709785783,Attrited Customer,35,F,0,Graduate,Single,Less than $40K,Blue,25,5,3,4,2300.0,0,2300.0,0.877,1485,34,0.478,0.0,0.99775,0.00225216
779598183,Existing Customer,53,M,3,Unknown,Single,$60K - $80K,Blue,42,6,1,2,22938.0,1700,21238.0,0.636,3428,54,0.5,0.074,6.282e-05,0.99994
719568333,Existing Customer,39,M,3,Unknown,Single,$80K - $120K,Silver,36,5,3,2,34516.0,1900,32616.0,1.002,1668,36,0.714,0.055,0.00018538,0.99981
715533108,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,20,4,3,4,4712.0,955,3757.0,0.855,2568,62,0.59,0.203,0.00045531,0.99954
714816258,Existing Customer,37,M,2,Graduate,Single,$60K - $80K,Blue,36,4,2,2,7638.0,947,6691.0,0.682,2336,58,0.611,0.124,0.00011382,0.99989
708620283,Existing Customer,35,M,1,Unknown,Single,$60K - $80K,Blue,25,6,3,2,6053.0,2001,4052.0,0.743,2208,59,0.595,0.331,0.00018558,0.99981
786493908,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Silver,36,4,3,3,10091.0,0,10091.0,1.121,3347,64,0.778,0.0,0.00029475,0.99971
803963808,Existing Customer,39,M,3,Graduate,Single,$80K - $120K,Blue,34,4,3,5,19074.0,0,19074.0,0.804,3762,74,1.0,0.0,0.00092621,0.99907
806170158,Existing Customer,39,M,4,Graduate,Single,$60K - $80K,Gold,34,3,3,2,34516.0,542,33974.0,0.866,3899,78,0.857,0.016,0.00021733,0.99978
712112733,Existing Customer,33,M,2,Doctorate,Single,$40K - $60K,Blue,25,5,2,2,9371.0,1541,7830.0,0.781,2518,67,0.971,0.164,0.00016471,0.99984
712298883,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,38,3,3,1,1438.3,663,775.3,0.384,2987,73,0.622,0.461,0.00010943,0.99989
717813558,Attrited Customer,57,F,3,High School,Single,Unknown,Blue,36,1,4,2,8389.0,1960,6429.0,0.384,1334,38,0.407,0.234,0.99546,0.00453868
716823408,Existing Customer,65,M,0,Doctorate,Single,Unknown,Blue,56,3,2,2,28410.0,1608,26802.0,0.913,2278,77,1.139,0.057,0.00014134,0.99986
710039208,Existing Customer,57,F,3,Unknown,Single,Unknown,Blue,40,3,3,1,2111.0,966,1145.0,0.923,3871,87,0.706,0.458,0.00012373,0.99988
715392558,Existing Customer,52,M,1,Unknown,Single,$120K +,Blue,44,6,1,2,34516.0,0,34516.0,1.03,2848,56,0.75,0.0,5.6825e-05,0.99994
716610558,Existing Customer,65,F,0,High School,Single,$40K - $60K,Blue,36,3,3,3,10962.0,1559,9403.0,0.708,2724,71,0.651,0.142,0.00025237,0.99975
790225758,Existing Customer,41,M,2,College,Single,$80K - $120K,Blue,35,6,3,3,2647.0,620,2027.0,0.664,2262,47,0.424,0.234,0.00029411,0.99971
767687208,Existing Customer,31,M,2,Unknown,Single,$80K - $120K,Blue,24,6,3,3,34516.0,1180,33336.0,0.801,2329,69,0.605,0.034,0.00033251,0.99967
721258158,Existing Customer,65,F,1,Uneducated,Single,Unknown,Blue,51,3,3,5,11037.0,1491,9546.0,0.651,2429,63,0.75,0.135,0.00086149,0.99914
786566733,Existing Customer,49,M,2,Unknown,Single,$80K - $120K,Blue,43,3,3,5,4939.0,1190,3749.0,0.557,3764,64,0.524,0.241,0.00098108,0.99902
794551383,Existing Customer,50,F,3,College,Single,Less than $40K,Blue,32,5,3,4,4419.0,1218,3201.0,0.879,4535,75,0.562,0.276,0.00052057,0.99948
716059608,Existing Customer,48,F,4,College,Single,Less than $40K,Blue,38,4,3,3,4894.0,1505,3389.0,0.78,3277,67,0.558,0.308,0.00030845,0.99969
708292833,Existing Customer,35,M,2,High School,Single,$120K +,Blue,36,4,2,3,27389.0,1250,26139.0,0.641,2754,60,0.463,0.046,0.0001861,0.99981
720013083,Existing Customer,30,F,0,Post-Graduate,Single,Less than $40K,Blue,18,6,3,2,2132.0,797,1335.0,0.779,3265,74,0.574,0.374,0.00018162,0.99982
710540883,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,24,5,3,2,6590.0,0,6590.0,0.714,2449,67,0.634,0.0,0.00018145,0.99982
713424108,Existing Customer,37,M,1,Graduate,Single,$60K - $80K,Blue,27,4,1,3,4288.0,2349,1939.0,0.718,2591,57,0.541,0.548,8.6952e-05,0.99991
718476033,Existing Customer,65,F,0,Uneducated,Single,Unknown,Blue,56,5,3,5,20130.0,2355,17775.0,0.716,2444,49,0.633,0.117,0.00078765,0.99921
815001108,Existing Customer,48,M,2,Doctorate,Single,Less than $40K,Blue,43,3,3,2,5945.0,1685,4260.0,0.9,3598,67,0.718,0.283,0.00026028,0.99974
717310458,Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,27,3,3,2,5780.0,938,4842.0,0.988,2960,65,0.757,0.162,0.00018665,0.99981
788761608,Existing Customer,26,F,0,High School,Single,Unknown,Blue,13,3,3,4,10286.0,2286,8000.0,0.671,2564,57,0.462,0.222,0.00043049,0.99957
789804933,Existing Customer,29,F,2,Uneducated,Single,Unknown,Blue,18,4,1,2,23125.0,1236,21889.0,0.995,2536,69,0.865,0.053,5.663e-05,0.99994
772776033,Existing Customer,33,M,2,College,Single,$80K - $120K,Blue,23,3,4,3,7081.0,1874,5207.0,0.699,2249,47,1.35,0.265,0.00035543,0.99964
792402483,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,40,5,2,1,12280.0,985,11295.0,0.841,4263,70,1.0,0.08,7.1987e-05,0.99993
813213558,Existing Customer,53,F,1,Doctorate,Single,Less than $40K,Blue,48,4,3,3,2267.0,1469,798.0,0.716,3709,64,0.684,0.648,0.00041087,0.99959
718618458,Existing Customer,38,M,3,High School,Single,$60K - $80K,Blue,25,5,1,4,9859.0,1305,8554.0,0.722,4345,72,0.674,0.132,0.00015942,0.99984
719470458,Attrited Customer,46,M,3,College,Single,$80K - $120K,Blue,39,1,4,3,4026.0,243,3783.0,0.738,1102,27,0.8,0.06,0.9973,0.00270308
719587158,Existing Customer,37,M,1,High School,Single,$40K - $60K,Blue,25,3,2,3,2608.0,1799,809.0,0.732,2565,72,0.636,0.69,0.00017468,0.99983
718589133,Existing Customer,65,F,1,Graduate,Single,Less than $40K,Blue,56,6,2,2,4613.0,1619,2994.0,0.697,2328,62,0.722,0.351,0.00010684,0.99989
713548158,Existing Customer,26,M,0,College,Single,$40K - $60K,Blue,36,5,2,3,2657.0,1611,1046.0,0.599,2349,41,0.464,0.606,0.00015971,0.99984
710528583,Existing Customer,26,F,0,Unknown,Single,$40K - $60K,Blue,16,6,2,4,1612.0,835,777.0,0.588,2148,40,0.379,0.518,0.00030803,0.99969
809990883,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,43,6,2,2,2423.0,1773,650.0,0.574,2038,64,0.362,0.732,0.00011811,0.99988
711990933,Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,29,4,3,2,2295.0,0,2295.0,0.699,3292,62,0.824,0.0,0.00017987,0.99982
819977058,Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,41,3,3,2,3150.0,1543,1607.0,0.998,3432,71,0.972,0.49,0.00017486,0.99983
779618433,Existing Customer,48,M,4,Uneducated,Single,$40K - $60K,Blue,38,6,3,2,8327.0,1551,6776.0,0.463,4428,82,0.822,0.186,0.00019396,0.99981
716869458,Existing Customer,34,F,3,College,Single,Less than $40K,Blue,36,3,6,1,7440.0,704,6736.0,0.551,2251,63,0.537,0.095,8.6389e-05,0.99991
788723133,Existing Customer,36,M,1,High School,Single,$40K - $60K,Blue,20,5,1,2,12714.0,976,11738.0,0.649,2240,53,0.395,0.077,5.0256e-05,0.99995
794462133,Existing Customer,55,F,0,Graduate,Single,$40K - $60K,Blue,35,5,1,3,3735.0,1978,1757.0,0.675,1749,41,0.577,0.53,7.9494e-05,0.99992
788269158,Existing Customer,35,F,2,Graduate,Single,Unknown,Blue,27,4,3,0,3280.0,1806,1474.0,0.963,2534,78,0.95,0.551,6.6354e-05,0.99993
711367308,Existing Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,19,3,3,4,2186.0,1185,1001.0,0.998,2614,67,0.861,0.542,0.00055052,0.99945
790186458,Existing Customer,45,M,3,Uneducated,Single,$80K - $120K,Blue,39,3,1,0,17996.0,864,17132.0,0.597,1589,30,0.667,0.048,2.1676e-05,0.99998
709616958,Existing Customer,38,M,2,High School,Single,$60K - $80K,Silver,30,4,3,4,26556.0,1583,24973.0,0.694,3168,73,0.738,0.06,0.00045327,0.99955
794818833,Existing Customer,36,F,1,Uneducated,Single,Less than $40K,Blue,30,6,1,2,5494.0,2078,3416.0,0.79,2661,58,0.871,0.378,5.3155e-05,0.99995
713384508,Existing Customer,28,M,1,High School,Single,Less than $40K,Blue,14,4,3,1,2897.0,1398,1499.0,0.907,2698,73,0.872,0.483,9.8983e-05,0.9999
772514808,Existing Customer,36,F,2,Uneducated,Single,$40K - $60K,Blue,26,3,2,4,3131.0,2379,752.0,0.748,2315,63,0.853,0.76,0.00033577,0.99966
797166633,Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,2,4,10606.0,1713,8893.0,0.899,2694,61,0.906,0.162,0.00035894,0.99964
715680933,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,36,4,2,4,17742.0,1463,16279.0,0.803,3369,55,0.774,0.082,0.00030653,0.99969
721475133,Existing Customer,54,F,1,Doctorate,Single,Unknown,Blue,36,6,3,4,26053.0,829,25224.0,0.669,2768,70,0.628,0.032,0.00070078,0.9993
766322883,Existing Customer,33,F,3,College,Single,$40K - $60K,Blue,26,6,3,5,6316.0,1344,4972.0,0.823,2401,71,0.732,0.213,0.00090051,0.9991
716456808,Existing Customer,36,F,2,High School,Single,Less than $40K,Blue,36,6,2,5,8087.0,1263,6824.0,0.615,2429,69,0.643,0.156,0.00054925,0.99945
779449308,Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,28,6,3,4,3206.0,0,3206.0,1.065,3253,72,0.532,0.0,0.00052608,0.99947
770262183,Existing Customer,31,M,0,Uneducated,Single,Less than $40K,Blue,25,5,2,2,5715.0,1741,3974.0,0.816,2324,67,1.03,0.305,0.00010043,0.9999
815510883,Existing Customer,36,M,2,Post-Graduate,Single,$40K - $60K,Blue,31,3,2,5,11862.0,2282,9580.0,0.837,2576,74,0.85,0.192,0.00066474,0.99934
713997183,Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,2791.0,2160,631.0,0.825,2214,56,0.6,0.774,0.00019771,0.9998
715107033,Existing Customer,33,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,6551.0,1440,5111.0,0.629,2429,77,0.453,0.22,0.00030653,0.99969
720706008,Existing Customer,30,M,2,Post-Graduate,Single,$40K - $60K,Blue,16,5,3,5,4533.0,1977,2556.0,0.664,2679,69,0.605,0.436,0.0010502,0.99895
714030183,Existing Customer,59,M,0,Graduate,Single,$80K - $120K,Silver,36,5,3,3,34516.0,1494,33022.0,1.229,3259,65,0.585,0.043,0.00023457,0.99977
710496708,Existing Customer,41,M,2,College,Single,$120K +,Blue,32,6,3,2,5489.0,1513,3976.0,0.87,4085,65,0.548,0.276,0.00017488,0.99983
778724058,Existing Customer,63,M,0,Doctorate,Single,$40K - $60K,Blue,49,5,4,3,5905.0,726,5179.0,0.85,3982,65,0.857,0.123,0.00045394,0.99955
809620833,Existing Customer,35,F,3,Unknown,Single,Unknown,Blue,30,3,3,2,9293.0,0,9293.0,0.897,2314,59,1.034,0.0,0.00020516,0.99979
769980333,Existing Customer,36,M,1,Uneducated,Single,$80K - $120K,Blue,30,4,2,5,13005.0,2152,10853.0,1.424,3023,53,0.767,0.165,0.00054528,0.99945
720113433,Existing Customer,61,M,0,Unknown,Single,$60K - $80K,Blue,48,3,2,4,20803.0,1446,19357.0,0.736,2073,43,0.654,0.07,0.00030803,0.99969
778327908,Existing Customer,50,M,2,Uneducated,Single,Less than $40K,Blue,40,4,3,5,2419.0,2380,39.0,0.695,4099,73,0.659,0.984,0.00091777,0.99908
