CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Credit_Limit,Test_colum
709683633.0,Existing Customer,32.0,F,1.0,High School,Single,Less than $40K,Silver,13.0,4.0,1.0,2.0,10332.0,948.0,9384.0,0.843,2914.0,67.0,0.763,0.092,4.541e-05,0.99995,10332.0,42
714318033.0,Existing Customer,50.0,M,4.0,Unknown,Married,$60K - $80K,Blue,36.0,5.0,1.0,4.0,10226.0,1638.0,8588.0,1.053,3321.0,57.0,1.036,0.16,0.00018218,0.99982,10226.0,74
828291858.0,Attrited Customer,38.0,M,3.0,College,Single,$60K - $80K,Blue,34.0,6.0,3.0,4.0,12050.0,1821.0,10229.0,0.63,2381.0,40.0,0.481,0.151,0.99808,0.0019163,12050.0,74
779647608.0,Existing Customer,39.0,M,2.0,High School,Single,$120K +,Blue,22.0,5.0,2.0,2.0,26124.0,0.0,26124.0,0.735,4199.0,92.0,0.586,0.0,0.00011065,0.99989,26124.0,88
787605558.0,Existing Customer,48.0,F,3.0,Graduate,Divorced,Less than $40K,Blue,31.0,6.0,2.0,2.0,9816.0,0.0,9816.0,0.673,3489.0,81.0,0.528,0.0,0.00011811,0.99988,9816.0,59
771534408.0,Existing Customer,52.0,F,2.0,College,Single,Less than $40K,Blue,40.0,4.0,3.0,3.0,2783.0,2379.0,404.0,0.912,3897.0,74.0,1.0,0.855,0.00029411,0.99971,2783.0,67
716219808.0,Existing Customer,49.0,M,3.0,Graduate,Unknown,$60K - $80K,Blue,36.0,5.0,2.0,3.0,15942.0,0.0,15942.0,0.723,1742.0,41.0,0.323,0.0,0.00019864,0.9998,15942.0,45
715690908.0,Existing Customer,46.0,F,3.0,Graduate,Single,Less than $40K,Silver,39.0,4.0,3.0,2.0,12222.0,1260.0,10962.0,1.138,3418.0,78.0,0.733,0.103,0.00016865,0.99983,12222.0,98
789125733.0,Existing Customer,38.0,F,4.0,Doctorate,Married,Less than $40K,Blue,26.0,4.0,2.0,4.0,4002.0,1402.0,2600.0,0.579,2114.0,53.0,0.514,0.35,0.00049554,0.9995,4002.0,14
717271983.0,Existing Customer,60.0,M,0.0,College,Single,$80K - $120K,Silver,53.0,6.0,3.0,2.0,34516.0,1388.0,33128.0,0.791,3261.0,64.0,0.684,0.04,0.0001356,0.99986,34516.0,99
709695333.0,Existing Customer,48.0,M,2.0,High School,Single,$80K - $120K,Blue,36.0,3.0,2.0,4.0,10227.0,1695.0,8532.0,0.875,3577.0,82.0,0.783,0.166,0.00031746,0.99968,10227.0,97
712233183.0,Existing Customer,45.0,F,2.0,Graduate,Single,Less than $40K,Blue,34.0,3.0,3.0,1.0,4265.0,1622.0,2643.0,0.708,3244.0,62.0,0.879,0.38,0.00010848,0.99989,4265.0,87
716645883.0,Existing Customer,47.0,M,2.0,Unknown,Unknown,$60K - $80K,Blue,36.0,3.0,2.0,2.0,13867.0,0.0,13867.0,0.659,4297.0,68.0,0.744,0.0,0.00012511,0.99987,13867.0,73
711762408.0,Existing Customer,43.0,M,2.0,Doctorate,Divorced,$40K - $60K,Blue,34.0,4.0,1.0,2.0,2243.0,0.0,2243.0,0.697,4023.0,63.0,0.75,0.0,7.9702e-05,0.99992,2243.0,39
818305008.0,Existing Customer,41.0,F,2.0,Graduate,Married,$40K - $60K,Blue,36.0,6.0,1.0,3.0,11239.0,1375.0,9864.0,0.94,3978.0,89.0,0.78,0.122,9.2637e-05,0.99991,11239.0,2
788159433.0,Existing Customer,53.0,M,2.0,Unknown,Single,$60K - $80K,Blue,45.0,5.0,1.0,2.0,22558.0,818.0,21740.0,0.987,3855.0,70.0,0.591,0.036,6.054e-05,0.99994,22558.0,73
709104333.0,Existing Customer,50.0,M,5.0,Post-Graduate,Married,$120K +,Silver,36.0,5.0,2.0,4.0,34516.0,891.0,33625.0,0.926,2687.0,64.0,0.778,0.026,0.00035844,0.99964,34516.0,6
708112008.0,Existing Customer,56.0,M,2.0,Graduate,Married,$80K - $120K,Blue,36.0,4.0,2.0,3.0,23510.0,1049.0,22461.0,0.438,1661.0,35.0,0.296,0.045,0.00019143,0.99981,23510.0,56
714731208.0,Existing Customer,63.0,F,0.0,Uneducated,Unknown,$40K - $60K,Blue,55.0,6.0,2.0,2.0,1651.0,1433.0,218.0,0.985,4050.0,58.0,0.611,0.868,0.00010043,0.9999,1651.0,95
710006958.0,Existing Customer,53.0,F,1.0,High School,Single,Less than $40K,Blue,41.0,6.0,2.0,2.0,8693.0,796.0,7897.0,0.864,4755.0,69.0,0.533,0.092,0.00010386,0.9999,8693.0,42
815062383.0,Existing Customer,35.0,F,2.0,High School,Married,Less than $40K,Blue,30.0,3.0,3.0,1.0,4549.0,1193.0,3356.0,0.445,1914.0,33.0,0.5,0.262,0.00010545,0.99989,4549.0,83
778447908.0,Existing Customer,51.0,M,2.0,College,Married,$80K - $120K,Blue,33.0,3.0,1.0,2.0,3558.0,0.0,3558.0,0.57,4136.0,65.0,0.912,0.0,5.3547e-05,0.99995,3558.0,27
720725058.0,Attrited Customer,51.0,F,1.0,Graduate,Single,Less than $40K,Blue,37.0,1.0,3.0,4.0,7176.0,0.0,7176.0,0.45,1375.0,33.0,0.65,0.0,0.99794,0.00205937,7176.0,8
803415183.0,Existing Customer,44.0,M,3.0,Unknown,Single,$80K - $120K,Silver,38.0,3.0,3.0,1.0,34516.0,657.0,33859.0,0.641,4614.0,76.0,0.689,0.019,0.0001118,0.99989,34516.0,8
708582858.0,Existing Customer,38.0,M,3.0,Graduate,Single,$60K - $80K,Blue,25.0,3.0,3.0,4.0,18293.0,0.0,18293.0,0.571,2958.0,63.0,0.432,0.0,0.00053543,0.99946,18293.0,42
779833908.0,Existing Customer,40.0,F,2.0,Graduate,Divorced,Unknown,Blue,23.0,6.0,2.0,1.0,18332.0,1376.0,16956.0,0.6,4095.0,67.0,0.675,0.075,6.864e-05,0.99993,18332.0,24
818687958.0,Existing Customer,48.0,M,2.0,Graduate,Divorced,$80K - $120K,Blue,43.0,5.0,3.0,2.0,6383.0,1436.0,4947.0,0.845,4462.0,88.0,0.66,0.225,0.00017987,0.99982,6383.0,5
708714108.0,Existing Customer,42.0,F,3.0,High School,Single,Less than $40K,Silver,31.0,5.0,2.0,3.0,13441.0,2517.0,10924.0,0.734,1894.0,49.0,0.633,0.187,0.00017449,0.99983,13441.0,2
754872333.0,Existing Customer,50.0,M,2.0,Graduate,Married,$120K +,Blue,43.0,3.0,1.0,3.0,20114.0,0.0,20114.0,0.82,4740.0,88.0,0.796,0.0,9.2637e-05,0.99991,20114.0,55
718637208.0,Existing Customer,54.0,F,2.0,Graduate,Single,Less than $40K,Blue,43.0,3.0,2.0,1.0,2019.0,1387.0,632.0,0.56,1689.0,36.0,0.714,0.687,6.864e-05,0.99993,2019.0,33
816772908.0,Existing Customer,38.0,M,3.0,High School,Single,$60K - $80K,Silver,33.0,6.0,1.0,2.0,34516.0,1793.0,32723.0,0.767,4533.0,78.0,0.472,0.052,5.0201e-05,0.99995,34516.0,96
711935283.0,Attrited Customer,55.0,M,5.0,Post-Graduate,Single,$80K - $120K,Blue,47.0,3.0,1.0,4.0,1438.3,0.0,1438.3,0.414,1427.0,36.0,0.333,0.0,0.99482,0.00518,1438.3,42
716950758.0,Attrited Customer,46.0,M,4.0,High School,Married,$60K - $80K,Blue,36.0,1.0,3.0,2.0,8017.0,0.0,8017.0,0.559,1657.0,43.0,0.654,0.0,0.99458,0.00542,8017.0,61
716497908.0,Existing Customer,49.0,F,1.0,Doctorate,Married,Unknown,Blue,36.0,3.0,1.0,2.0,8519.0,0.0,8519.0,0.873,3698.0,65.0,0.625,0.0,7.4811e-05,0.99993,8519.0,24
809358708.0,Existing Customer,38.0,M,3.0,Unknown,Single,$80K - $120K,Blue,33.0,6.0,2.0,2.0,34516.0,2135.0,32381.0,0.488,3514.0,63.0,0.703,0.062,0.00012982,0.99987,34516.0,87
716037708.0,Existing Customer,50.0,M,0.0,Uneducated,Divorced,$60K - $80K,Blue,39.0,6.0,3.0,3.0,9474.0,1021.0,8453.0,0.557,3240.0,54.0,0.588,0.108,0.00026692,0.99973,9474.0,80
717804783.0,Existing Customer,40.0,F,3.0,Graduate,Single,Less than $40K,Blue,27.0,5.0,3.0,4.0,6587.0,824.0,5763.0,1.262,4160.0,70.0,0.842,0.125,0.00053543,0.99946,6587.0,29
715338783.0,Existing Customer,32.0,M,1.0,High School,Single,$60K - $80K,Blue,36.0,4.0,2.0,2.0,2999.0,0.0,2999.0,0.812,3018.0,80.0,0.778,0.0,0.00010386,0.9999,2999.0,66
779645658.0,Existing Customer,49.0,M,3.0,Graduate,Single,$60K - $80K,Blue,32.0,3.0,1.0,4.0,7154.0,1472.0,5682.0,1.002,3607.0,59.0,0.735,0.206,0.00016399,0.99984,7154.0,92
787565433.0,Existing Customer,53.0,M,2.0,Post-Graduate,Married,$80K - $120K,Blue,43.0,4.0,2.0,4.0,4039.0,1397.0,2642.0,0.396,1494.0,36.0,0.286,0.346,0.00038424,0.99962,4039.0,84
717287883.0,Existing Customer,57.0,M,3.0,Graduate,Married,$80K - $120K,Blue,46.0,6.0,2.0,3.0,5516.0,2517.0,2999.0,0.473,1532.0,24.0,0.5,0.456,0.00019864,0.9998,5516.0,86
715746633.0,Existing Customer,64.0,F,0.0,Graduate,Single,Less than $40K,Blue,54.0,3.0,1.0,2.0,5577.0,689.0,4888.0,0.985,4256.0,70.0,1.121,0.124,4.7263e-05,0.99995,5577.0,19
720635883.0,Existing Customer,34.0,M,3.0,Unknown,Unknown,$80K - $120K,Blue,24.0,6.0,3.0,3.0,8628.0,1500.0,7128.0,0.688,2902.0,60.0,0.818,0.174,0.00034503,0.99965,8628.0,85
710077008.0,Existing Customer,43.0,M,2.0,Uneducated,Single,$120K +,Blue,33.0,5.0,3.0,1.0,30137.0,1368.0,28769.0,0.721,3522.0,74.0,0.897,0.045,0.00011153,0.99989,30137.0,57
804437658.0,Existing Customer,42.0,F,3.0,Doctorate,Married,Less than $40K,Blue,36.0,4.0,2.0,1.0,9778.0,2154.0,7624.0,0.5,3413.0,66.0,0.692,0.22,0.00010307,0.9999,9778.0,49
780000258.0,Existing Customer,48.0,M,3.0,Uneducated,Single,$120K +,Blue,38.0,4.0,2.0,5.0,20912.0,0.0,20912.0,0.725,4172.0,84.0,0.787,0.0,0.00060278,0.9994,20912.0,51
825785508.0,Existing Customer,49.0,M,3.0,High School,Single,$120K +,Blue,45.0,3.0,2.0,2.0,14699.0,1049.0,13650.0,0.534,4890.0,64.0,0.561,0.071,0.00011482,0.99989,14699.0,71
720252858.0,Existing Customer,57.0,M,3.0,College,Single,$60K - $80K,Blue,36.0,6.0,3.0,2.0,10350.0,0.0,10350.0,0.826,3396.0,63.0,0.8,0.0,0.00018146,0.99982,10350.0,12
710017758.0,Existing Customer,44.0,M,4.0,Graduate,Single,$40K - $60K,Blue,36.0,5.0,2.0,3.0,11346.0,0.0,11346.0,0.665,3784.0,67.0,0.457,0.0,0.00020077,0.9998,11346.0,13
711750183.0,Existing Customer,63.0,F,2.0,Graduate,Single,Less than $40K,Gold,55.0,4.0,1.0,3.0,15987.0,1345.0,14642.0,0.729,3640.0,56.0,0.867,0.084,0.00010673,0.99989,15987.0,74
718364283.0,Existing Customer,43.0,M,3.0,Graduate,Single,$60K - $80K,Blue,30.0,3.0,2.0,4.0,19711.0,0.0,19711.0,1.037,3602.0,72.0,1.0,0.0,0.00033886,0.99966,19711.0,24
711638658.0,Existing Customer,33.0,M,4.0,High School,Single,$40K - $60K,Blue,25.0,4.0,1.0,1.0,8650.0,1929.0,6721.0,0.777,2878.0,63.0,1.032,0.223,3.3863e-05,0.99997,8650.0,83
711046383.0,Existing Customer,55.0,M,2.0,Graduate,Single,$80K - $120K,Silver,36.0,5.0,1.0,1.0,34516.0,1316.0,33200.0,0.818,3542.0,60.0,0.714,0.038,3.0011e-05,0.99997,34516.0,73
720877083.0,Existing Customer,50.0,M,2.0,Graduate,Married,$80K - $120K,Blue,36.0,6.0,1.0,2.0,9748.0,1354.0,8394.0,0.893,3323.0,66.0,0.833,0.139,5.5077e-05,0.99994,9748.0,61
715662258.0,Existing Customer,49.0,F,3.0,Unknown,Unknown,Less than $40K,Blue,36.0,3.0,1.0,2.0,2454.0,2060.0,394.0,0.804,3777.0,75.0,0.596,0.839,6.282e-05,0.99994,2454.0,52
715570533.0,Attrited Customer,48.0,M,3.0,Post-Graduate,Unknown,$120K +,Blue,35.0,2.0,2.0,6.0,34516.0,0.0,34516.0,0.464,1632.0,44.0,0.333,0.0,0.99918,0.00082469,34516.0,30
758202858.0,Existing Customer,47.0,F,3.0,High School,Unknown,Less than $40K,Blue,40.0,4.0,2.0,4.0,4255.0,1681.0,2574.0,0.65,3453.0,72.0,0.5,0.395,0.00032942,0.99967,4255.0,10
712872183.0,Existing Customer,35.0,F,4.0,Uneducated,Single,Less than $40K,Blue,24.0,4.0,2.0,2.0,3271.0,1367.0,1904.0,0.704,2464.0,92.0,1.0,0.418,0.00012274,0.99988,3271.0,93
710014683.0,Existing Customer,31.0,F,0.0,Graduate,Single,Less than $40K,Blue,20.0,3.0,3.0,2.0,3480.0,724.0,2756.0,0.722,2807.0,65.0,0.806,0.208,0.00015435,0.99985,3480.0,56
716934333.0,Existing Customer,50.0,M,3.0,Uneducated,Single,$80K - $120K,Blue,40.0,3.0,1.0,4.0,13306.0,2458.0,10848.0,0.516,3556.0,68.0,0.581,0.185,0.00016861,0.99983,13306.0,50
778523733.0,Existing Customer,38.0,M,3.0,Graduate,Single,$80K - $120K,Blue,31.0,6.0,1.0,2.0,13637.0,0.0,13637.0,0.566,3625.0,73.0,0.659,0.0,5.7151e-05,0.99994,13637.0,22
716353083.0,Existing Customer,39.0,M,3.0,Graduate,Single,$60K - $80K,Blue,29.0,4.0,2.0,3.0,6733.0,1028.0,5705.0,0.553,4444.0,72.0,0.565,0.153,0.00019864,0.9998,6733.0,51
753642933.0,Existing Customer,52.0,F,3.0,High School,Single,Less than $40K,Blue,45.0,3.0,3.0,0.0,2728.0,1365.0,1363.0,0.648,4293.0,83.0,0.976,0.5,6.6935e-05,0.99993,2728.0,42
708151008.0,Existing Customer,49.0,F,4.0,Graduate,Married,$40K - $60K,Blue,41.0,5.0,1.0,2.0,6250.0,644.0,5606.0,1.06,2433.0,41.0,1.158,0.103,5.7762e-05,0.99994,6250.0,38
789646158.0,Existing Customer,49.0,M,4.0,Uneducated,Married,$40K - $60K,Blue,33.0,5.0,1.0,3.0,3653.0,881.0,2772.0,0.846,3297.0,66.0,0.692,0.241,9.9893e-05,0.9999,3653.0,29
712423233.0,Existing Customer,44.0,M,3.0,High School,Divorced,$60K - $80K,Blue,36.0,4.0,3.0,1.0,22919.0,1368.0,21551.0,0.942,3752.0,71.0,0.919,0.06,0.00010943,0.99989,22919.0,97
719806233.0,Existing Customer,36.0,M,1.0,Graduate,Single,$120K +,Blue,20.0,3.0,2.0,2.0,34516.0,0.0,34516.0,0.531,2686.0,59.0,0.788,0.0,0.00010684,0.99989,34516.0,21
786509358.0,Existing Customer,44.0,M,3.0,Unknown,Married,$80K - $120K,Blue,38.0,3.0,1.0,4.0,4198.0,1782.0,2416.0,1.526,2051.0,36.0,1.0,0.424,0.00018025,0.99982,4198.0,9
711502908.0,Existing Customer,44.0,M,3.0,Graduate,Single,$60K - $80K,Blue,39.0,6.0,2.0,2.0,7532.0,0.0,7532.0,0.476,3550.0,68.0,0.619,0.0,0.00011811,0.99988,7532.0,78
748617858.0,Existing Customer,35.0,M,5.0,Uneducated,Single,$60K - $80K,Blue,28.0,4.0,2.0,3.0,4587.0,1704.0,2883.0,0.903,2968.0,65.0,0.806,0.371,0.00020321,0.9998,4587.0,72
721532583.0,Attrited Customer,45.0,M,4.0,Graduate,Married,$80K - $120K,Blue,36.0,5.0,3.0,4.0,12250.0,2165.0,10085.0,0.641,1995.0,39.0,0.696,0.177,0.99816,0.00184351,12250.0,96
789244308.0,Existing Customer,56.0,M,4.0,College,Single,$80K - $120K,Blue,41.0,6.0,1.0,4.0,17753.0,1899.0,15854.0,0.851,3986.0,64.0,0.73,0.107,0.00016114,0.99984,17753.0,29
709330383.0,Existing Customer,37.0,F,1.0,Graduate,Single,Less than $40K,Silver,19.0,4.0,3.0,3.0,12535.0,2049.0,10486.0,0.683,3283.0,74.0,0.609,0.163,0.00025657,0.99974,12535.0,42
719136183.0,Existing Customer,48.0,F,3.0,Uneducated,Married,Less than $40K,Blue,38.0,6.0,1.0,3.0,3541.0,1444.0,2097.0,0.664,3410.0,69.0,0.683,0.408,9.8837e-05,0.9999,3541.0,36
716939358.0,Existing Customer,43.0,F,3.0,Graduate,Divorced,Unknown,Blue,33.0,6.0,3.0,4.0,14622.0,0.0,14622.0,0.959,4632.0,67.0,0.457,0.0,0.00053543,0.99946,14622.0,82
778155558.0,Existing Customer,45.0,M,3.0,Unknown,Married,$80K - $120K,Blue,38.0,3.0,1.0,2.0,23973.0,0.0,23973.0,0.779,3560.0,71.0,0.511,0.0,6.282e-05,0.99994,23973.0,77
713461533.0,Existing Customer,54.0,M,3.0,Graduate,Single,$80K - $120K,Blue,38.0,4.0,2.0,1.0,29200.0,1310.0,27890.0,1.092,3042.0,73.0,1.028,0.045,7.1226e-05,0.99993,29200.0,58
803776533.0,Existing Customer,46.0,M,2.0,Post-Graduate,Single,$60K - $80K,Blue,41.0,3.0,3.0,2.0,10077.0,0.0,10077.0,0.639,2118.0,52.0,0.576,0.0,0.00021165,0.99979,10077.0,7
714857508.0,Existing Customer,44.0,F,4.0,Doctorate,Married,Unknown,Blue,36.0,5.0,2.0,4.0,8667.0,1775.0,6892.0,0.729,3939.0,69.0,0.533,0.205,0.00049554,0.9995,8667.0,77
720348933.0,Existing Customer,44.0,M,3.0,Graduate,Single,$60K - $80K,Blue,31.0,4.0,3.0,4.0,12871.0,758.0,12113.0,0.778,3060.0,60.0,1.069,0.059,0.00053543,0.99946,12871.0,39
721158108.0,Existing Customer,38.0,M,2.0,Graduate,Single,$60K - $80K,Blue,30.0,3.0,2.0,4.0,2346.0,0.0,2346.0,0.394,3982.0,72.0,0.532,0.0,0.00032656,0.99967,2346.0,0
789043008.0,Existing Customer,55.0,F,2.0,Post-Graduate,Divorced,Less than $40K,Blue,43.0,4.0,2.0,4.0,9919.0,0.0,9919.0,0.496,2058.0,70.0,0.842,0.0,0.00038424,0.99962,9919.0,74
713362158.0,Existing Customer,50.0,M,3.0,Unknown,Single,$120K +,Blue,33.0,4.0,1.0,4.0,17087.0,0.0,17087.0,0.761,3519.0,70.0,0.591,0.0,0.00018025,0.99982,17087.0,4
712623258.0,Attrited Customer,42.0,F,3.0,Graduate,Married,Less than $40K,Blue,36.0,2.0,3.0,3.0,5505.0,2517.0,2988.0,0.729,2272.0,42.0,0.448,0.457,0.99683,0.00317458,5505.0,3
708494583.0,Existing Customer,49.0,F,3.0,Uneducated,Divorced,Less than $40K,Blue,36.0,4.0,1.0,3.0,1902.0,0.0,1902.0,0.693,3731.0,53.0,0.893,0.0,9.8837e-05,0.9999,1902.0,65
718394658.0,Existing Customer,31.0,F,0.0,Graduate,Single,Less than $40K,Blue,22.0,3.0,1.0,1.0,4254.0,2464.0,1790.0,0.764,2366.0,62.0,0.722,0.579,2.8501e-05,0.99997,4254.0,64
719398158.0,Existing Customer,51.0,M,2.0,Unknown,Unknown,$80K - $120K,Blue,39.0,6.0,1.0,3.0,9854.0,1886.0,7968.0,0.921,3912.0,76.0,0.949,0.191,0.00010183,0.9999,9854.0,51
711885258.0,Existing Customer,47.0,F,4.0,High School,Married,Less than $40K,Blue,31.0,5.0,3.0,4.0,7711.0,988.0,6723.0,0.884,2078.0,42.0,0.68,0.128,0.00052608,0.99947,7711.0,46
789161358.0,Existing Customer,30.0,F,0.0,Graduate,Married,Less than $40K,Blue,19.0,3.0,1.0,4.0,3213.0,2517.0,696.0,1.275,2666.0,46.0,1.0,0.783,0.00013562,0.99986,3213.0,39
787581858.0,Existing Customer,46.0,M,2.0,Unknown,Unknown,$120K +,Blue,37.0,3.0,2.0,4.0,3132.0,1466.0,1666.0,0.689,3612.0,59.0,0.595,0.468,0.00035894,0.99964,3132.0,69
779198133.0,Existing Customer,45.0,F,3.0,High School,Divorced,Less than $40K,Blue,33.0,3.0,3.0,2.0,9977.0,2088.0,7889.0,0.65,3530.0,61.0,0.743,0.209,0.00018145,0.99982,9977.0,78
708314808.0,Existing Customer,53.0,F,2.0,College,Married,Unknown,Blue,41.0,5.0,1.0,3.0,5659.0,1393.0,4266.0,0.436,1570.0,40.0,0.6,0.246,9.0064e-05,0.99991,5659.0,67
720508233.0,Attrited Customer,62.0,M,0.0,Unknown,Single,$40K - $60K,Silver,42.0,3.0,4.0,4.0,17161.0,0.0,17161.0,0.552,1898.0,42.0,0.556,0.0,0.99812,0.00187699,17161.0,80
717134058.0,Existing Customer,65.0,F,1.0,Unknown,Single,Unknown,Blue,36.0,5.0,1.0,2.0,5018.0,1131.0,3887.0,0.624,4028.0,81.0,0.8,0.225,5.6825e-05,0.99994,5018.0,23
783366483.0,Existing Customer,44.0,F,3.0,Unknown,Married,Unknown,Blue,38.0,4.0,3.0,3.0,11474.0,1063.0,10411.0,0.686,3242.0,74.0,0.451,0.093,0.00034503,0.99965,11474.0,28
715412583.0,Existing Customer,51.0,M,3.0,Post-Graduate,Married,$40K - $60K,Blue,36.0,6.0,1.0,4.0,7925.0,1445.0,6480.0,0.75,3815.0,65.0,0.806,0.182,0.00019296,0.99981,7925.0,11
719562108.0,Existing Customer,28.0,F,0.0,Uneducated,Single,Less than $40K,Silver,20.0,6.0,3.0,3.0,12793.0,1650.0,11143.0,0.783,2671.0,67.0,0.763,0.129,0.00024118,0.99976,12793.0,50
754457883.0,Existing Customer,49.0,M,2.0,Unknown,Single,Less than $40K,Blue,42.0,4.0,2.0,2.0,4834.0,0.0,4834.0,0.998,1876.0,35.0,1.059,0.0,0.00012511,0.99987,4834.0,20
742552683.0,Existing Customer,44.0,F,3.0,High School,Married,Less than $40K,Blue,31.0,6.0,2.0,5.0,1438.3,688.0,750.3,0.976,4208.0,86.0,0.72,0.478,0.00056993,0.99943,1438.3,18
711455133.0,Existing Customer,55.0,M,3.0,College,Single,$120K +,Blue,36.0,5.0,3.0,3.0,12948.0,1839.0,11109.0,1.113,2481.0,42.0,0.68,0.142,0.00030519,0.99969,12948.0,17
716387733.0,Attrited Customer,49.0,M,4.0,Graduate,Single,$60K - $80K,Blue,36.0,1.0,4.0,5.0,5662.0,1484.0,4178.0,0.434,1693.0,25.0,0.25,0.262,0.99912,0.00088231,5662.0,79
772571508.0,Existing Customer,34.0,F,2.0,High School,Single,Less than $40K,Blue,24.0,4.0,1.0,0.0,2799.0,0.0,2799.0,0.696,2311.0,43.0,0.654,0.0,1.975e-05,0.99998,2799.0,50
718815108.0,Existing Customer,50.0,M,2.0,Unknown,Married,$80K - $120K,Blue,38.0,3.0,3.0,1.0,6030.0,1315.0,4715.0,0.623,3420.0,81.0,0.841,0.218,0.00011924,0.99988,6030.0,90
719266158.0,Existing Customer,42.0,M,2.0,Graduate,Divorced,$80K - $120K,Blue,35.0,5.0,3.0,1.0,6779.0,1359.0,5420.0,0.737,3434.0,65.0,0.512,0.2,0.00010848,0.99989,6779.0,94
720708183.0,Existing Customer,53.0,F,1.0,Uneducated,Divorced,$40K - $60K,Silver,36.0,5.0,1.0,1.0,15248.0,1242.0,14006.0,0.725,4758.0,83.0,0.456,0.081,2.8963e-05,0.99997,15248.0,40
767523933.0,Existing Customer,53.0,M,3.0,High School,Single,$60K - $80K,Blue,45.0,4.0,1.0,0.0,15583.0,0.0,15583.0,0.873,3938.0,69.0,1.091,0.0,2.0494e-05,0.99998,15583.0,65
797466033.0,Existing Customer,32.0,M,1.0,High School,Married,$40K - $60K,Blue,26.0,3.0,2.0,3.0,2576.0,1754.0,822.0,1.027,2880.0,69.0,0.468,0.681,0.00017468,0.99983,2576.0,51
771886233.0,Existing Customer,48.0,M,1.0,Unknown,Married,$60K - $80K,Silver,37.0,6.0,3.0,5.0,25270.0,1090.0,24180.0,0.819,1941.0,51.0,1.318,0.043,0.00083218,0.99917,25270.0,36
712612233.0,Existing Customer,35.0,M,4.0,Graduate,Single,$60K - $80K,Blue,22.0,3.0,3.0,3.0,8717.0,719.0,7998.0,0.556,2067.0,59.0,0.595,0.082,0.00031726,0.99968,8717.0,74
716516208.0,Existing Customer,45.0,M,4.0,Graduate,Married,$80K - $120K,Blue,36.0,4.0,2.0,3.0,1438.3,0.0,1438.3,0.674,3748.0,64.0,0.829,0.0,0.00020077,0.9998,1438.3,12
709950858.0,Existing Customer,45.0,M,5.0,College,Single,$80K - $120K,Blue,35.0,4.0,2.0,1.0,33755.0,2301.0,31454.0,0.751,3458.0,71.0,0.651,0.068,6.8897e-05,0.99993,33755.0,1
779882508.0,Existing Customer,53.0,F,2.0,Unknown,Single,$40K - $60K,Blue,37.0,5.0,3.0,4.0,7282.0,0.0,7282.0,0.74,3364.0,69.0,0.816,0.0,0.00056716,0.99943,7282.0,59
717472833.0,Existing Customer,42.0,M,4.0,Unknown,Single,$80K - $120K,Blue,32.0,6.0,3.0,5.0,7260.0,713.0,6547.0,0.833,4253.0,73.0,0.78,0.098,0.0010289,0.99897,7260.0,0
712665633.0,Existing Customer,43.0,F,3.0,Graduate,Married,Less than $40K,Silver,30.0,6.0,1.0,4.0,12952.0,1864.0,11088.0,0.414,3472.0,51.0,0.457,0.144,0.00014818,0.99985,12952.0,46
709562358.0,Existing Customer,55.0,F,2.0,Unknown,Single,Less than $40K,Blue,43.0,6.0,1.0,5.0,5353.0,1594.0,3759.0,0.973,4456.0,79.0,0.837,0.298,0.00030057,0.9997,5353.0,26
715391433.0,Existing Customer,38.0,M,0.0,Graduate,Married,$60K - $80K,Blue,33.0,5.0,4.0,4.0,11741.0,1560.0,10181.0,0.773,2143.0,41.0,0.783,0.133,0.00053513,0.99946,11741.0,35
708722583.0,Existing Customer,39.0,F,4.0,Uneducated,Single,Less than $40K,Blue,36.0,5.0,3.0,1.0,2609.0,1656.0,953.0,0.657,3024.0,64.0,0.6,0.635,0.00011697,0.99988,2609.0,25
720452508.0,Existing Customer,51.0,F,1.0,College,Married,Unknown,Blue,37.0,4.0,3.0,1.0,11167.0,0.0,11167.0,0.622,3848.0,74.0,0.762,0.0,9.8992e-05,0.9999,11167.0,98
714566958.0,Existing Customer,44.0,M,3.0,High School,Married,$80K - $120K,Blue,36.0,4.0,2.0,5.0,20882.0,1420.0,19462.0,0.857,2291.0,40.0,0.6,0.068,0.00056993,0.99943,20882.0,1
816084333.0,Existing Customer,42.0,M,2.0,Unknown,Single,$120K +,Gold,37.0,5.0,2.0,2.0,34516.0,1230.0,33286.0,0.72,3260.0,63.0,1.1,0.036,0.00014414,0.99986,34516.0,10
806179683.0,Existing Customer,63.0,F,1.0,College,Single,$40K - $60K,Blue,56.0,5.0,3.0,2.0,3071.0,2044.0,1027.0,0.91,4433.0,68.0,0.659,0.666,0.00016415,0.99984,3071.0,37
